year,symbol,fiscalDateEnding,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,reportedEPS,Sector,Industry,futureEPS
2016,SCHW,2016-12-31,223383000000,10828000000.0,10828000000.0,10828000000.0,153017000000.0,,2670000000.0,1299000000.0,1935000000.0,1371000000.0,144000000.0,1227000000.0,178654000000.0,168420000000.0,77365000000.0,-18208000000.0,,206962000000.0,1996000000.0,,,0.0,0.0,2876000000.0,68000000.0,5684000000.0,250000000.0,2876000000.0,5684000000.0,165595000000.0,,16421000000.0,3130000000.0,12649000000.0,15000000.0,1329000000.0,2998000000,7478000000,4480000000,,-1610000000,3995000000.0,,4229000000,,3322000000.0,3493000000.0,171000000.0,3055000000.0,,197000000.0,234000000.0,2993000000,1104000000,171000000.0,1889000000.0,1860000000.0,3164000000,3398000000.0,1889000000,1.29,FINANCE,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",3.34
2016,SHW,2016-12-31,6752521000,3627298000.0,889793000.0,889793000.0,1068326000.0,1230987000.0,3125223000.0,1095888000.0,2005045000.0,1381910000.0,255010000.0,1126900000.0,,193413000.0,,381030000.0,421904000.0,4874121000.0,2829179000.0,1034608000.0,,741214000.0,40739000.0,2208748000.0,,703189000.0,700475000.0,1211326000.0,743928000.0,578547000.0,509345000.0,1878400000.0,4235832000.0,4049497000.0,116563000.0,93013031.0,5921258000,11855602000,5934300000,5933337000.0,2164000000,4140260000.0,58041000.0,4269207000,4960000.0,-154088000.0,4960000.0,154088000.0,23229000.0,11823000.0,172074000.0,25637000.0,1595203000,462500000,154088000.0,1132700000.0,1179447000.0,1749291000,1774928000.0,1132703000,4.17,TRADE & SERVICES,"RETAIL-BUILDING MATERIALS, HARDWARE, GARDEN SUPPLY",8.14
2016,SO,2016-12-31,109697000000,9722000000.0,1975000000.0,1975000000.0,2782000000.0,2066000000.0,100587000000.0,78446000000.0,29852000000.0,7221000000.0,970000000.0,6251000000.0,1819000000.0,11420000000.0,,230000000.0,1406000000.0,82803000000.0,12917000000.0,2228000000.0,,4828000000.0,2241000000.0,66661000000.0,32000000.0,120850000000.0,2587000000.0,,123091000000.0,925000000.0,880000000.0,24758000000.0,31000000.0,10356000000.0,4952000000.0,984000000.0,17454000000,19896000000,2442000000,750000000.0,4486000000,1220000000.0,,1432000000,20000000.0,-327000000.0,1258000000.0,327000000.0,19896000000.0,50000000.0,,50000000.0,3444000000,951000000,1317000000.0,2529000000.0,2398000000.0,4486000000,3821000000.0,2493000000,2.84,ENERGY & TRANSPORTATION,ELECTRIC SERVICES,3.41
2016,SPGI,2016-12-31,8669000000,3671000000.0,2392000000.0,2400000000.0,-1115000000.0,1122000000.0,4998000000.0,271000000.0,537000000.0,4455000000.0,1506000000.0,2949000000.0,0.0,0.0,8000000.0,1272000000.0,272000000.0,6888000000.0,2611000000.0,183000000.0,1509000000.0,0.0,183000000.0,4277000000.0,,3594000000.0,3564000000.0,3564000000.0,3564000000.0,359000000.0,439000000.0,650000000.0,8701000000.0,9210000000.0,412000000.0,258300000.0,3888000000,5661000000,1773000000,3393000000.0,3341000000,1467000000.0,24000000.0,3421000000,,-181000000.0,181000000.0,181000000.0,1117000000.0,28000000.0,85000000.0,96000000.0,3066000000,960000000,181000000.0,2106000000.0,1933000000.0,3247000000,3343000000.0,2106000000,5.35,TRADE & SERVICES,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES",13.7
2016,SYK,2016-12-31,20435000000,7861000000.0,3316000000.0,3384000000.0,2030000000.0,1967000000.0,12619000000.0,1569000000.0,1592000000.0,9864000000.0,3508000000.0,6356000000.0,36000000.0,9000000.0,68000000.0,480000000.0,1141000000.0,10885000000.0,3148000000.0,437000000.0,,228000000.0,200000000.0,8071000000.0,,6952000000.0,28000000.0,6686000000.0,6914000000.0,923000000.0,764000000.0,9550000000.0,,8842000000.0,37000000.0,375000000.0,7504000000,11325000000,3821000000,3830000000.0,2175000000,4137000000.0,715000000.0,5329000000,,-228000000.0,180000000.0,228000000.0,,-245000000.0,227000000.0,319000000.0,1921000000,274000000,228000000.0,1647000000.0,1525000000.0,2175000000,2468000000.0,1647000000,5.8,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,9.09
2016,T,2016-12-31,403821000000,38369000000.0,5788000000.0,5788000000.0,2039000000.0,16794000000.0,373720000000.0,124899000000.0,194749000000.0,228605000000.0,123398000000.0,105207000000.0,1674000000.0,1674000000.0,245000000.0,14232000000.0,16812000000.0,347728000000.0,50576000000.0,22027000000.0,,9832000000.0,4000000.0,229135000000.0,,130540000000.0,9828000000.0,,130544000000.0,5087000000.0,21748000000.0,123135000000.0,12659000000.0,34734000000.0,6495000000.0,6159000000.0,83977000000,163786000000,79809000000,38276000000.0,23543000000,36845000000.0,1649000000.0,43007000000,,-4910000000.0,4694000000.0,4910000000.0,,1081000000.0,20661000000.0,5186000000.0,19455000000,6479000000,4910000000.0,12976000000.0,12603000000.0,24365000000,29551000000.0,12976000000,2.84,TECHNOLOGY,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),3.4
2016,TJX,2016-01-30,11490431000,6772560000.0,2095473000.0,2447786000.0,3695113000.0,249131000.0,4713091000.0,4137575000.0,4106449000.0,343796000.0,149885000.0,193911000.0,,,352313000.0,380530000.0,372554000.0,7183356000.0,4402230000.0,2203050000.0,,,1700217000.0,3266331000.0,,1624054000.0,1700217000.0,1620000000.0,1624054000.0,511007000.0,881021000.0,4307075000.0,,4311051000.0,663496000.0,663495715.0,8910415000,30906085000,5827715000,22034523000.0,4100343000,5205715000.0,,5827715000,13869000.0,-68253000.0,46400000.0,68253000.0,29400000.0,,622000000.0,622000000.0,3658300000,1380642000,68253000.0,2277658000.0,2164571000.0,3726553000,4348553000.0,2277658000,1.68,TRADE & SERVICES,RETAIL-FAMILY CLOTHING STORES,0.29
2016,TMO,2016-12-31,45908000000,7021000000.0,786000000.0,786200000.0,2213000000.0,3426800000.0,38949700000.0,2578000000.0,1838000000.0,35297000000.0,13969000000.0,21328000000.0,37000000.0,37000000.0,200000.0,595000000.0,1012000000.0,24368000000.0,4866000000.0,926000000.0,485900000.0,1255000000.0,953000000.0,16945000000.0,,16677200000.0,302000000.0,,17630200000.0,1490000000.0,1573000000.0,21540000000.0,2306000000.0,13927000000.0,415000000.0,394800000.0,8369000000,18274000000,9905000000,9902000000.0,2458000000,4971000000.0,754000000.0,7322100000,48400000.0,-469600000.0,-600000.0,469000000.0,5400000.0,-13000000.0,380000000.0,1380000000.0,2020800000,-1000000,478600000.0,2025000000.0,1383000000.0,2458000000,3869800000.0,2021800000,8.27,LIFE SCIENCES,"MEASURING & CONTROLLING DEVICES, NEC",25.11
2016,TMUS,2016-12-31,65891000000,14217000000.0,5500000000.0,5500000000.0,1111000000.0,3866000000.0,51674000000.0,20943000000.0,24779000000.0,29073000000.0,27390000000.0,1683000000.0,0.0,0.0,0.0,1537000000.0,674000000.0,47655000000.0,9022000000.0,5163000000.0,986000000.0,354000000.0,,38633000000.0,,27786000000.0,354000000.0,21832000000.0,224000000.0,405000000.0,1026000000.0,18236000000.0,1000000.0,,0.0,826357331.0,8557000000,37490000000,28685000000,16959000000.0,4050000000,11378000000.0,,11368000000,,-1418000000.0,,1418000000.0,37490000000.0,-6000000.0,6000000000.0,220000000.0,2327000000,867000000,1418000000.0,1460000000.0,1462000000.0,3745000000,3965000000.0,1460000000,1.53,TECHNOLOGY,RADIOTELEPHONE COMMUNICATIONS,2.41
2016,TSLA,2016-12-31,22664076000,6259796000.0,3393000000.0,3393216000.0,2067454000.0,499142000.0,7350320000.0,5982957000.0,997485000.0,376145000.0,376145000.0,,,506302000.0,216000.0,194465000.0,216751000.0,16750167000.0,5827005000.0,1860341000.0,1614916000.0,1114652000.0,130441000.0,8640254000.0,1459684000.0,5892016000.0,984211000.0,,6022457000.0,84492000.0,1891449000.0,4752911000.0,,-2997237000.0,161000.0,161561000.0,1599257000,7000132000,5400875000,4559939000.0,-667340000,1432189000.0,834408000.0,2266597000,8530000.0,-198810000.0,164180000.0,198810000.0,756309000.0,111272000.0,477300000.0,947099000.0,-648216000,26698000,198810000.0,-773046000.0,-695098000.0,-449406000,497693000.0,-674914000,-0.11,MANUFACTURING,MOTOR VEHICLES & PASSENGER CAR BODIES,2.26
2016,TXN,2016-12-31,16431000000,7457000000.0,1154000000.0,3490000000.0,1790000000.0,1267000000.0,8749000000.0,2512000000.0,2411000000.0,5626000000.0,1264000000.0,4362000000.0,3254000000.0,235000000.0,2336000000.0,910000000.0,79000000.0,5958000000.0,2264000000.0,396000000.0,,631000000.0,0.0,3140000000.0,,3609000000.0,631000000.0,2978000000.0,3609000000.0,444000000.0,554000000.0,10473000000.0,25523000000.0,33107000000.0,1741000000.0,1000000000.0,8257000000,13370000000,5113000000,5113000000.0,4855000000,1742000000.0,1356000000.0,3760000000,11000000.0,-58000000.0,8000000.0,80000000.0,16000000.0,155000000.0,605000000.0,319000000.0,4930000000,1335000000,80000000.0,3595000000.0,3601000000.0,4855000000,5174000000.0,3595000000,3.22,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,8.24
2016,UNH,2016-12-31,122810000000,33879000000.0,10430000000.0,13275000000.0,,15651000000.0,88931000000.0,5901000000.0,3749000000.0,56125000000.0,8541000000.0,47584000000.0,26713000000.0,23868000000.0,2845000000.0,12321000000.0,3037000000.0,82621000000.0,49252000000.0,,1968000000.0,7193000000.0,7193000000.0,31517000000.0,,41921000000.0,7193000000.0,25777000000.0,32770000000.0,10339000000.0,4831000000.0,40189000000.0,,40945000000.0,10000000.0,952000000.0,129968000000,184840000000,54872000000,24416000000.0,12930000000,28401000000.0,,30456000000,828000000.0,-1067000000.0,1067000000.0,1067000000.0,144118000000.0,,698000000.0,2055000000.0,11807000000,4790000000,1067000000.0,7073000000.0,7670000000.0,12874000000,14929000000.0,7017000000,7.99,FINANCE,HOSPITAL & MEDICAL SERVICE PLANS,19.01
2016,UNP,2016-12-31,55718000000,3596000000.0,1277000000.0,1337000000.0,717000000.0,1258000000.0,52105000000.0,50389000000.0,18669000000.0,562000000.0,562000000.0,,1517000000.0,1457000000.0,60000000.0,284000000.0,276000000.0,35786000000.0,3640000000.0,955000000.0,,758000000.0,758000000.0,32146000000.0,,15007000000.0,758000000.0,,15007000000.0,2882000000.0,1901000000.0,19932000000.0,18581000000.0,32587000000.0,2777000000.0,815824413.0,11402000000,19941000000,8539000000,3789000000.0,7243000000,4750000000.0,,12698000000,11000000.0,-698000000.0,11000000.0,698000000.0,,221000000.0,2038000000.0,2038000000.0,6766000000,2533000000,698000000.0,4233000000.0,4156000000.0,7464000000,9502000000.0,4233000000,5.08,ENERGY & TRANSPORTATION,"RAILROADS, LINE-HAUL OPERATING",9.95
2016,UPS,2016-12-31,40545000000,13849000000.0,3476000000.0,4567000000.0,342000000.0,7695000000.0,25937000000.0,18800000000.0,24874000000.0,5515000000.0,1758000000.0,3757000000.0,517000000.0,179000000.0,1091000000.0,954000000.0,1146000000.0,39972000000.0,11730000000.0,3042000000.0,,3681000000.0,3681000000.0,31899000000.0,447000000.0,15557000000.0,3681000000.0,12394000000.0,15557000000.0,847000000.0,1224000000.0,405000000.0,45000000.0,4879000000.0,9000000.0,877000000.0,9404000000,60906000000,51502000000,13822000000.0,7688000000,35456000000.0,,42419000000,,-381000000.0,381000000.0,381000000.0,5000000.0,50000000.0,,2224000000.0,5121000000,1699000000,381000000.0,3431000000.0,2479000000.0,5502000000,7726000000.0,3422000000,5.77,ENERGY & TRANSPORTATION,TRUCKING & COURIER SERVICES (NO AIR),12.13
2016,V,2016-09-30,64035000000,14313000000.0,5619000000.0,8938000000.0,2351000000.0,1273000000.0,53299000000.0,2150000000.0,2648000000.0,42300000000.0,27234000000.0,15066000000.0,7250000000.0,3931000000.0,3319000000.0,122000000.0,893000000.0,31123000000.0,8046000000.0,203000000.0,,0.0,0.0,2187000000.0,,15882000000.0,0.0,15882000000.0,15882000000.0,7843000000.0,1162000000.0,32912000000.0,170000000.0,10462000000.0,,2133000000.0,12915000000,15082000000,2167000000,2764000000.0,7883000000,1665000000.0,259000000.0,2167000000,82000000.0,-427000000.0,427000000.0,427000000.0,145000000.0,556000000.0,,502000000.0,8012000000,2021000000,,5991000000.0,5607000000.0,7883000000,8385000000.0,5991000000,2.84,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",5.91
2016,VRTX,2016-12-31,2896787000,1831540000.0,1183945000.0,1434557000.0,77604000.0,204296000.0,1065247000.0,698362000.0,387798000.0,334724000.0,284340000.0,50400000.0,20276000.0,20276000.0,250612000.0,34400000.0,11885000.0,1558596000.0,792537000.0,61451000.0,12637000.0,319426000.0,319426000.0,299251000.0,34976000.0,600000000.0,300000000.0,,600000000.0,10943000.0,28699000.0,1156582000.0,,-5373836000.0,2450000.0,248300517.0,1057626000,1702177000,644551000,210460000.0,9936000,432829000.0,1047690000.0,1481781000,,-81432000.0,81432000.0,81432000.0,4000000.0,4130000.0,60800000.0,61398000.0,-95387000,16665000,,-112052000.0,-92703000.0,9936000,15328000.0,-112052000,0.84,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,13.02
2016,VZ,2016-12-31,244180000000,26395000000.0,2880000000.0,2880000000.0,1202000000.0,17513000000.0,217785000000.0,84751000000.0,147464000000.0,122775000000.0,95570000000.0,27205000000.0,1110000000.0,1110000000.0,,3918000000.0,8536000000.0,233698000000.0,30340000000.0,7084000000.0,,2645000000.0,168000000.0,189808000000.0,,106960000000.0,2477000000.0,,107128000000.0,8102000000.0,12245000000.0,22075000000.0,7263000000.0,15059000000.0,424000000.0,4080000000.0,25967000000,125980000000,100013000000,51424000000.0,29249000000,28102000000.0,,49175000000,,-4376000000.0,59000000.0,4376000000.0,-1800000000.0,-3789000000.0,14227000000.0,15928000000.0,20505000000,7378000000,6176000000.0,13608000000.0,15250000000.0,24881000000,40809000000.0,13127000000,3.87,TECHNOLOGY,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),5.4
2016,WFC,2016-12-31,1930115000000,254941000000.0,221400000000.0,228552000000.0,,,63260000000.0,8333000000.0,10852000000.0,30822000000.0,4129000000.0,26693000000.0,989139000000.0,24105000000.0,7152000000.0,,,1729618000000.0,96781000000.0,,,96781000000.0,96781000000.0,3600000000.0,,255077000000.0,,,351858000000.0,,,199581000000.0,22713000000.0,133075000000.0,9136000000.0,5025500000.0,31619000000,88267000000,56416000000,,-2515000000,31731000000.0,,34090000000,,47754000000.0,53663000000.0,5909000000.0,40513000000.0,,,1200000000.0,32013000000,10075000000,5909000000.0,22045000000.0,18504000000.0,37922000000,39122000000.0,21938000000,4.06,FINANCE,NATIONAL COMMERCIAL BANKS,4.9
2016,WMT,2016-01-31,199581000000,60239000000.0,8705000000.0,8705000000.0,44469000000.0,5624000000.0,132997000000.0,110171000000.0,66787000000.0,16695000000.0,16695000000.0,16695000000.0,,621000000.0,,1441000000.0,6131000000.0,119035000000.0,64619000000.0,38487000000.0,744000000.0,6004000000.0,2708000000.0,44030000000.0,5816000000.0,40959000000.0,2745000000.0,38214000000.0,40959000000.0,17063000000.0,,80546000000.0,,90021000000.0,317000000.0,3165000000.0,121146000000,482130000000,360984000000,360984000000.0,24105000000,97041000000.0,,106766000000,81000000.0,-2467000000.0,81000000.0,2548000000.0,0.0,,,9454000000.0,21252000000,6558000000,2548000000.0,14694000000.0,10265000000.0,24105000000,33254000000.0,14694000000,4.59,TRADE & SERVICES,RETAIL-VARIETY STORES,5.54
2016,XOM,2016-12-31,330314000000,41416000000.0,3657000000.0,3657000000.0,15080000000.0,21394000000.0,288898000000.0,244224000000.0,209691000000.0,9572000000.0,9572000000.0,,20964000000.0,20964000000.0,,1285000000.0,9572000000.0,156484000000.0,47638000000.0,23792000000.0,,13830000000.0,10870000000.0,108846000000.0,1225000000.0,12703000000.0,2960000000.0,27700000000.0,23573000000.0,31193000000.0,20069000000.0,167325000000.0,230424000000.0,407831000000.0,12157000000.0,4148000000.0,182679000000,200628000000,35929000000,21090000000.0,166997000000,10443000000.0,1058000000.0,15682000000,30000000.0,-453000000.0,4353000000.0,453000000.0,-52000000.0,4806000000.0,,22308000000.0,7434000000,-406000000,453000000.0,8375000000.0,9112000000.0,7887000000,23244000000.0,7840000000,2.37,ENERGY & TRANSPORTATION,PETROLEUM REFINING,5.38
2017,AAPL,2017-09-30,375319000000,128645000000.0,20289000000.0,74181000000.0,4855000000.0,35673000000.0,246674000000.0,33783000000.0,41293000000.0,8015000000.0,2298000000.0,5717000000.0,268895000000.0,194714000000.0,53892000000.0,13936000000.0,18177000000.0,241272000000.0,100814000000.0,44242000000.0,10384000000.0,18473000000.0,11977000000.0,140458000000.0,,112596000000.0,6496000000.0,97207000000.0,219794000000.0,30551000000.0,40415000000.0,134047000000.0,,98330000000.0,35867000000.0,5126201000.0,88186000000,229234000000,141048000000,141048000000.0,61344000000,15261000000.0,11581000000.0,26842000000,5201000000.0,-2323000000.0,5201000000.0,2323000000.0,229234000000.0,-133000000.0,8200000000.0,1200000000.0,64089000000,15738000000,2323000000.0,48351000000.0,47567000000.0,66412000000,67612000000.0,48351000000,2.3,TECHNOLOGY,ELECTRONIC COMPUTERS,6.11
2017,ABBV,2017-12-31,70786000000,21223000000.0,9303000000.0,9789000000.0,1605000000.0,2042000000.0,49563000000.0,2803000000.0,5268000000.0,43344000000.0,27559000000.0,15785000000.0,2528000000.0,2090000000.0,486000000.0,4741000000.0,1326000000.0,65689000000.0,16641000000.0,1474000000.0,,6415000000.0,400000000.0,46558000000.0,,30953000000.0,6015000000.0,,400000000.0,8752000000.0,1241000000.0,5097000000.0,11923000000.0,5459000000.0,18000000.0,1596000000.0,21174000000,28216000000,7042000000,7042000000.0,9545000000,6295000000.0,5309000000.0,13100000000,146000000.0,-1150000000.0,146000000.0,1150000000.0,-348000000.0,-466000000.0,425000000.0,1076000000.0,7727000000,2418000000,1150000000.0,5309000000.0,5168000000.0,8877000000,9953000000.0,5309000000,5.59,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,13.87
2017,ABT,2017-12-31,76250000000,20147000000.0,9407000000.0,9610000000.0,3601000000.0,5249000000.0,54278000000.0,7607000000.0,7658000000.0,45493000000.0,21473000000.0,24020000000.0,235000000.0,883000000.0,203000000.0,1667000000.0,,45353000000.0,8912000000.0,2402000000.0,198000000.0,714000000.0,206000000.0,38409000000.0,,27210000000.0,508000000.0,27210000000.0,27924000000.0,5487000000.0,9030000000.0,30897000000.0,10225000000.0,23978000000.0,23206000000.0,1748070000.0,13006000000,27683000000,23429000000,12409000000.0,1564000000,9182000000.0,2260000000.0,12164000000,124000000.0,-904000000.0,124000000.0,904000000.0,1197000000.0,1413000000.0,1046000000.0,1975000000.0,2355000000,1878000000,904000000.0,353000000.0,1529000000.0,3259000000,5234000000.0,477000000,2.5,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,5.34
2017,ADBE,2017-12-01,14535556000,7247813000.0,2306000000.0,5819774000.0,1.0,1217968000.0,7287743000.0,936976000.0,1266518000.0,6207219000.0,385658000.0,5821561000.0,,,3513702000.0,210071000.0,143548000.0,6075687000.0,3527457000.0,113538000.0,2494542000.0,,63746000.0,666809000.0,,1881421000.0,1882479000.0,,1881421000.0,944223000.0,125188000.0,8459000000.0,6084436000.0,9573870000.0,61000.0,491262000.0,6291014000,7301505000,1010491000,76100000.0,2168095000,2822298000.0,1224059000.0,4122919000,66069000.0,-74402000.0,66069000.0,74402000.0,-30705000.0,83000.0,,310500000.0,2137641000,443687000,74402000.0,1693954000.0,1755735000.0,2212043000,2522543000.0,1693954000,4.32,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,13.72
2017,ADI,2017-10-28,21141294000,2351338000.0,1047838000.0,1047838000.0,550816000.0,688953000.0,17682652000.0,1107304000.0,2197123000.0,17536880000.0,5319425000.0,12217455000.0,,24838000.0,0.0,63731000.0,56040000.0,10979754000.0,1596332000.0,236629000.0,,300000000.0,300000000.0,9383422000.0,,7802168000.0,300000000.0,7551084000.0,7802168000.0,585731000.0,75500000.0,10161540000.0,,4910939000.0,61441000.0,368635788.0,3168241000,5107503000,1939262000,2078113000.0,1162761000,690533000.0,968133000.0,2005480000,30333000.0,-250840000.0,30333000.0,250840000.0,0.0,-7507000.0,194666000.0,389393000.0,934747000,129368000,250840000.0,727259000.0,817834000.0,1185587000,1574980000.0,805379000,4.68,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,9.59
2017,ADP,2017-06-30,38886900000,32658700000.0,2780400000.0,2783600000.0,25587900000.0,1703600000.0,23914500000.0,779900000.0,1251500000.0,2361200000.0,620200000.0,1741000000.0,2791200000.0,7600000.0,3200000.0,883200000.0,1352200000.0,33203000000.0,29815900000.0,149700000.0,391400000.0,7800000.0,0.0,3524200000.0,,4022700000.0,7800000.0,2002400000.0,4022700000.0,29815900000.0,830200000.0,3977000000.0,11303700000.0,14728200000.0,63900000.0,445000000.0,5110200000,12372000000,7261800000,7244500000.0,-7280100000,2773800000.0,627500000.0,8993900000,76700000.0,-80000000.0,76700000.0,80000000.0,205400000.0,284300000.0,147300000.0,316100000.0,2616900000,829100000,80000000.0,1733400000.0,1619700000.0,2696900000,3013000000.0,1787800000,3.7,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,7.01
2017,AMAT,2017-10-29,19419000000,12918000000.0,5010000000.0,7276000000.0,2707000000.0,2395000000.0,5594000000.0,1066000000.0,2245000000.0,3368000000.0,412000000.0,3368000000.0,3483000000.0,1143000000.0,2266000000.0,374000000.0,,10070000000.0,4115000000.0,945000000.0,1284000000.0,,2450000000.0,5955000000.0,,5304000000.0,0.0,5304000000.0,5304000000.0,-2450000000.0,99000000.0,9630000000.0,15912000000.0,18258000000.0,11000000.0,1060000000.0,6612000000,14698000000,8086000000,8086000000.0,3936000000,890000000.0,1781000000.0,2676000000,,-198000000.0,61000000.0,198000000.0,39000000.0,78000000.0,214000000.0,407000000.0,3816000000,297000000,198000000.0,3434000000.0,3570000000.0,4014000000,4421000000.0,3519000000,3.25,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,7.71
2017,AMD,2017-12-31,3552000000,2634000000.0,1185000000.0,1185000000.0,694000000.0,400000000.0,918000000.0,261000000.0,740000000.0,289000000.0,239000000.0,289000000.0,58000000.0,58000000.0,0.0,191000000.0,310000000.0,2956000000.0,1513000000.0,384000000.0,22000000.0,70000000.0,70000000.0,1454000000.0,,1395000000.0,70000000.0,1325000000.0,1395000000.0,92000000.0,118000000.0,596000000.0,108000000.0,-7760000000.0,9000000.0,967000000.0,1787000000,5375000000,4017000000,3466000000.0,127000000,516000000.0,1196000000.0,1671000000,,6000000.0,132000000.0,126000000.0,-12000000.0,-9000000.0,77000000.0,144000000.0,-15000000,18000000,138000000.0,43000000.0,-22000000.0,111000000,348000000.0,-33000000,0.16,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,3.54
2017,AMGN,2017-12-31,79954000000,49476000000.0,3800000000.0,41678000000.0,2834000000.0,3237000000.0,30478000000.0,4989000000.0,7590000000.0,23370000000.0,8609000000.0,14761000000.0,41318000000.0,1027000000.0,37878000000.0,1727000000.0,2119000000.0,54713000000.0,9020000000.0,1352000000.0,,1152000000.0,0.0,45693000000.0,,35300000000.0,1152000000.0,34190000000.0,35300000000.0,6516000000.0,1238000000.0,25241000000.0,,-5072000000.0,30992000000.0,722200000.0,17726000000,22849000000,5123000000,4069000000.0,9973000000,4870000000.0,3562000000.0,10186000000,,-1304000000.0,928000000.0,1304000000.0,22849000000.0,928000000.0,604000000.0,1300000000.0,9597000000,7618000000,1304000000.0,1979000000.0,1771000000.0,9973000000,12201000000.0,1979000000,12.58,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",17.69
2017,AMT,2017-12-31,33214300000,2038100000.0,802100000.0,803100000.0,152800000.0,621500000.0,31055500000.0,11101000000.0,5848900000.0,17421700000.0,11783300000.0,5638400000.0,,1000000.0,1000000.0,568600000.0,950100000.0,25260000000.0,2512100000.0,142900000.0,778000000.0,774800000.0,3710600000.0,21918700000.0,,16494500000.0,774800000.0,19430300000.0,20205100000.0,1325600000.0,1244200000.0,6241500000.0,974000000.0,-1058100000.0,4400000.0,428820000.0,9319900000,6663900000,3813200000,34600000.0,1998400000,637000000.0,,2045400000,,-749600000.0,47400000.0,749600000.0,6469200000.0,31300000.0,835500000.0,785900000.0,1269600000,30700000,70200000.0,1225400000.0,1259900000.0,2019200000,2805100000.0,1238900000,2.96,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,3.84
2017,AMZN,2017-12-31,131310000000,60197000000.0,20522000000.0,30986000000.0,16047000000.0,13164000000.0,74484000000.0,48866000000.0,23790000000.0,16721000000.0,3371000000.0,13350000000.0,22286000000.0,441000000.0,10464000000.0,-13164000000.0,8897000000.0,103601000000.0,57883000000.0,34616000000.0,6100000000.0,5900000000.0,6182000000.0,55156000000.0,13183000000.0,24942000000.0,100000000.0,24743000000.0,24942000000.0,18170000000.0,20975000000.0,27709000000.0,1837000000.0,8636000000.0,5000000.0,484000000.0,51222000000,177265000000,126043000000,111934000000.0,4106000000,13743000000.0,22620000000.0,14949000000,202000000.0,-848000000.0,202000000.0,848000000.0,247000000.0,346000000.0,8800000000.0,366000000.0,3802000000,769000000,848000000.0,3033000000.0,3534000000.0,4650000000,5016000000.0,3033000000,0.23,TRADE & SERVICES,RETAIL-CATALOG & MAIL-ORDER HOUSES,0.97
2017,ANET,2017-12-31,2460860000,2266429000.0,859192000.0,1535555000.0,306198000.0,247346000.0,194431000.0,74279000.0,69020000.0,0.0,0.0,0.0,712463000.0,36136000.0,676363000.0,96215000.0,18891000.0,798946000.0,529905000.0,52200000.0,498740000.0,,133827000.0,233246000.0,37673000.0,37673000.0,37673000.0,,171500000.0,16172000.0,9745000.0,1661914000.0,,859114000.0,7000.0,73706000.0,1061769000,1646186000,584417000,584417000.0,470272000,241903000.0,349594000.0,591497000,-1452000.0,-2780000.0,2780000.0,2780000.0,-500000.0,7268000.0,20200000.0,20640000.0,474760000,51559000,2780000.0,423201000.0,422738000.0,477540000,498180000.0,423201000,1.41,TECHNOLOGY,COMPUTER COMMUNICATIONS EQUIPMENT,4.58
